S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
8276,14/10/2020,Tamil Nadu,665930,43239,612320,10371
8277,15/10/2020,Tamil Nadu,670392,42566,617403,10423
8278,16/10/2020,Tamil Nadu,674802,41872,622458,10472
8279,17/10/2020,Tamil Nadu,679191,40959,627703,10529
8280,18/10/2020,Tamil Nadu,683486,40192,632708,10586
8281,19/10/2020,Tamil Nadu,687400,39121,637637,10642
8282,20/10/2020,Tamil Nadu,690936,38093,642152,10691
8283,21/10/2020,Tamil Nadu,694030,36734,646555,10741
8284,22/10/2020,Tamil Nadu,697116,35480,650856,10780
8285,23/10/2020,Tamil Nadu,700193,34198,655170,10825
8286,24/10/2020,Tamil Nadu,703250,32960,659432,10858
8287,25/10/2020,Tamil Nadu,706136,31787,663456,10893
8288,26/10/2020,Tamil Nadu,709005,30606,667475,10924
8289,27/10/2020,Tamil Nadu,711713,29268,671489,10956
8290,28/10/2020,Tamil Nadu,714235,27734,675518,10983
8291,29/10/2020,Tamil Nadu,716751,26356,679377,11018
8292,30/10/2020,Tamil Nadu,719403,24886,683464,11053
8293,31/10/2020,Tamil Nadu,722011,23532,687388,11091
8294,01/11/2020,Tamil Nadu,724522,22164,691236,11122
8295,02/11/2020,Tamil Nadu,727026,20994,694880,11152
8296,03/11/2020,Tamil Nadu,729507,19504,698820,11183
8297,04/11/2020,Tamil Nadu,731942,19201,701527,11214
8298,05/11/2020,Tamil Nadu,734429,19154,704031,11244
8299,06/11/2020,Tamil Nadu,736777,19061,706444,11272
8300,07/11/2020,Tamil Nadu,739147,19002,708846,11299
8301,08/11/2020,Tamil Nadu,741488,18966,711198,11324
8302,09/11/2020,Tamil Nadu,743822,18894,713584,11344
8303,10/11/2020,Tamil Nadu,746079,18825,715892,11362
8304,11/11/2020,Tamil Nadu,748225,18709,718129,11387
8305,12/11/2020,Tamil Nadu,750409,18655,720339,11415
8306,13/11/2020,Tamil Nadu,752521,18395,722686,11440
8307,14/11/2020,Tamil Nadu,754460,17748,725258,11454
8308,15/11/2020,Tamil Nadu,756372,17154,727752,11466
8309,16/11/2020,Tamil Nadu,758191,16441,730272,11478
8310,17/11/2020,Tamil Nadu,759916,15765,732656,11495
8311,18/11/2020,Tamil Nadu,761568,15085,734970,11513
8312,19/11/2020,Tamil Nadu,763282,14470,737281,11531
8313,20/11/2020,Tamil Nadu,764989,13907,739532,11550
8314,21/11/2020,Tamil Nadu,766677,13404,741705,11568
8315,22/11/2020,Tamil Nadu,768340,12916,743838,11586
8316,23/11/2020,Tamil Nadu,769995,12542,745848,11605
8317,24/11/2020,Tamil Nadu,771619,12245,747752,11622
8318,25/11/2020,Tamil Nadu,773176,11875,749662,11639
8319,26/11/2020,Tamil Nadu,774710,11520,751535,11655
8320,27/11/2020,Tamil Nadu,776174,11173,753332,11669
8321,28/11/2020,Tamil Nadu,777616,11109,754826,11681
8322,29/11/2020,Tamil Nadu,779046,11073,756279,11694
8323,30/11/2020,Tamil Nadu,780505,11052,757750,11703
8324,01/12/2020,Tamil Nadu,781915,10997,759206,11712
8325,02/12/2020,Tamil Nadu,783319,10980,760617,11722
8326,03/12/2020,Tamil Nadu,784747,10999,762015,11733
8327,04/12/2020,Tamil Nadu,786163,10988,763428,11747
8328,05/12/2020,Tamil Nadu,787554,10938,764854,11762
8329,06/12/2020,Tamil Nadu,788920,10882,766261,11777
8330,07/12/2020,Tamil Nadu,790240,10688,767759,11793
8331,08/12/2020,Tamil Nadu,791552,10695,769048,11809
8332,09/12/2020,Tamil Nadu,792788,10588,770378,11822
8333,10/12/2020,Tamil Nadu,794020,10491,771693,11836
8334,11/12/2020,Tamil Nadu,795240,10392,772995,11853
8335,12/03/2020,Telangana,1,1,0,0
8336,13/03/2020,Telangana,1,1,0,0
8337,14/03/2020,Telangana,1,1,0,0
8338,15/03/2020,Telangana,3,2,1,0
8339,16/03/2020,Telangana,3,2,1,0
8340,17/03/2020,Telangana,5,4,1,0
8341,18/03/2020,Telangana,5,4,1,0
8342,19/03/2020,Telangana,6,5,1,0
8343,20/03/2020,Telangana,16,15,1,0
8344,21/03/2020,Telangana,19,18,1,0
8345,22/03/2020,Telangana,22,21,1,0
8346,23/03/2020,Telangana,32,31,1,0
8347,24/03/2020,Telangana,32,31,1,0
8348,25/03/2020,Telangana,35,34,1,0
8349,26/03/2020,Telangana,41,40,1,0
8350,27/03/2020,Telangana,45,44,1,0
8351,28/03/2020,Telangana,56,55,1,0
8352,29/03/2020,Telangana,66,64,1,1
8353,30/03/2020,Telangana,69,67,1,1
8354,31/03/2020,Telangana,79,77,1,1
8355,01/04/2020,Telangana,94,90,1,3
8356,02/04/2020,Telangana,96,92,1,3
8357,03/04/2020,Telangana,107,103,1,3
8358,04/04/2020,Telangana,158,150,1,7
8359,05/04/2020,Telangana,269,230,32,7
8360,06/04/2020,Telangana,321,280,34,7
8361,07/04/2020,Telangana,321,280,34,7
8362,08/04/2020,Telangana,364,322,35,7
8363,09/04/2020,Telangana,427,385,35,7
8364,10/04/2020,Telangana,442,400,35,7
8365,11/04/2020,Telangana,473,423,43,7
8366,12/04/2020,Telangana,504,452,43,9
8367,13/04/2020,Telangana,504,452,43,9
8368,14/04/2020,Telangana,562,446,100,16
8369,15/04/2020,Telangana,624,507,100,17
8370,16/04/2020,Telangana,647,509,120,18
8371,17/04/2020,Telangana,700,496,186,18
8372,18/04/2020,Telangana,766,562,186,18
8373,19/04/2020,Telangana,809,605,186,18
8374,20/04/2020,Telangana,844,640,186,18
8375,21/04/2020,Telangana,873,660,190,23
8376,22/04/2020,Telangana,928,711,194,23
8377,23/04/2020,Telangana,945,728,194,23
8378,24/04/2020,Telangana,960,739,197,24
8379,25/04/2020,Telangana,984,705,253,26
8380,26/04/2020,Telangana,991,685,280,26
8381,27/04/2020,Telangana,1002,696,280,26
8382,28/04/2020,Telangana,1004,657,321,26
8383,29/04/2020,Telangana,1004,657,321,26
8384,30/04/2020,Telangana,1012,619,367,26
8385,01/05/2020,Telangana,1038,615,397,26
8386,02/05/2020,Telangana,1039,572,441,26
8387,03/05/2020,Telangana,1063,577,458,28
8388,04/05/2020,Telangana,1082,563,490,29
8389,05/05/2020,Telangana,1085,471,585,29
8390,06/05/2020,Telangana,1096,482,585,29
8391,07/05/2020,Telangana,1107,450,628,29
8392,08/05/2020,Telangana,1123,444,650,29
8393,09/05/2020,Telangana,1133,404,700,29
8394,10/05/2020,Telangana,1163,383,750,30
8395,11/05/2020,Telangana,1196,416,750,30
8396,12/05/2020,Telangana,1275,445,800,30
8397,13/05/2020,Telangana,1326,464,830,32
8398,14/05/2020,Telangana,1367,393,940,34
8399,15/05/2020,Telangana,1414,430,950,34
8400,16/05/2020,Telangana,1454,461,959,34
8401,17/05/2020,Telangana,1509,504,971,34
8402,18/05/2020,Telangana,1551,525,992,34
8403,19/05/2020,Telangana,1597,562,1000,35
8404,20/05/2020,Telangana,1634,586,1010,38
8405,21/05/2020,Telangana,1661,606,1015,40
8406,22/05/2020,Telangana,1699,619,1035,45
8407,23/05/2020,Telangana,1761,673,1043,45
8408,24/05/2020,Telangana,1813,699,1065,49
8409,25/05/2020,Telangana,1854,711,1090,53
8410,26/05/2020,Telangana,1920,700,1164,56
8411,27/05/2020,Telangana,1991,650,1284,57
8412,28/05/2020,Telangana,2098,751,1284,63
8413,29/05/2020,Telangana,2256,844,1345,67
8414,30/05/2020,Telangana,2425,973,1381,71
8415,31/05/2020,Telangana,2499,1010,1412,77
8416,01/06/2020,Telangana,2698,1188,1428,82
8417,02/06/2020,Telangana,2792,1213,1491,88
8418,03/06/2020,Telangana,2891,1273,1526,92
8419,04/06/2020,Telangana,3020,1365,1556,99
8420,05/06/2020,Telangana,3147,1455,1587,105
8421,06/06/2020,Telangana,3290,1550,1627,113
8422,07/06/2020,Telangana,3496,1663,1710,123
8423,08/06/2020,Telangana,3580,1747,1710,123
8424,09/06/2020,Telangana,3650,1803,1710,137
8425,10/06/2020,Telangana,3920,1963,1809,148
8426,11/06/2020,Telangana,4111,2138,1817,156
8427,12/06/2020,Telangana,4320,2162,1993,165
8428,13/06/2020,Telangana,4484,2032,2278,174
8429,14/06/2020,Telangana,4737,2203,2352,182
8430,15/06/2020,Telangana,4974,2412,2377,185
8431,16/06/2020,Telangana,5193,2240,2766,187
8432,17/06/2020,Telangana,5406,2188,3027,191
8433,18/06/2020,Telangana,5675,2412,3071,192
8434,19/06/2020,Telangana,6027,2531,3301,195
8435,20/06/2020,Telangana,6526,2975,3353,198
8436,21/06/2020,Telangana,7072,3363,3506,203
8437,22/06/2020,Telangana,7802,3861,3731,210
8438,23/06/2020,Telangana,8674,4452,4005,217
8439,24/06/2020,Telangana,9553,5109,4224,220
8440,25/06/2020,Telangana,10444,5858,4361,225
8441,26/06/2020,Telangana,11364,6446,4688,230
8442,27/06/2020,Telangana,12349,7346,4766,237
8443,28/06/2020,Telangana,13436,8265,4928,243
8444,29/06/2020,Telangana,14419,9000,5172,247
8445,30/06/2020,Telangana,15394,9559,5582,253
8446,01/07/2020,Telangana,16339,8785,7294,260
8447,02/07/2020,Telangana,17357,9008,8082,267
8448,03/07/2020,Telangana,18570,9226,9069,275
8449,04/07/2020,Telangana,20462,9984,10195,283
8450,05/07/2020,Telangana,22312,10487,11537,288
8451,06/07/2020,Telangana,23902,10904,12703,295
8452,07/07/2020,Telangana,25733,10646,14781,306
8453,08/07/2020,Telangana,27612,11012,16287,313
8454,09/07/2020,Telangana,29536,11933,17279,324
8455,10/07/2020,Telangana,30946,12423,18192,331
8456,11/07/2020,Telangana,32224,12680,19205,339
8457,12/07/2020,Telangana,33402,12135,20919,348
8458,13/07/2020,Telangana,34671,11833,22482,356
8459,14/07/2020,Telangana,36221,12177,23679,365
8460,15/07/2020,Telangana,37745,12530,24840,375
8461,16/07/2020,Telangana,39342,12957,25999,386
8462,17/07/2020,Telangana,41018,13327,27295,396
8463,18/07/2020,Telangana,42496,13388,28705,403
8464,19/07/2020,Telangana,43780,12764,30607,409
8465,20/07/2020,Telangana,45076,12223,32438,415
8466,21/07/2020,Telangana,46274,11529,34323,422
8467,22/07/2020,Telangana,47705,9891,37385,429
8468,23/07/2020,Telangana,49259,11155,37666,438
8469,24/07/2020,Telangana,50826,11052,39327,447
8470,25/07/2020,Telangana,52466,11677,40334,455
8471,26/07/2020,Telangana,52466,11677,40334,455
8472,27/07/2020,Telangana,54059,12264,41332,463
8473,28/07/2020,Telangana,57142,13753,42909,480
8474,29/07/2020,Telangana,57142,13753,42909,480
8475,30/07/2020,Telangana,58906,14663,43751,492
8476,31/07/2020,Telangana,60717,15640,44572,505
8477,01/08/2020,Telangana,62703,16796,45388,519
8478,02/08/2020,Telangana,64786,17754,46502,530
8479,03/08/2020,Telangana,66677,18547,47590,540
8480,04/08/2020,Telangana,68946,18708,49675,563
8481,05/08/2020,Telangana,70958,19568,50814,576
8482,06/08/2020,Telangana,73050,20358,52103,589
8483,07/08/2020,Telangana,75257,21417,53239,601
8484,08/08/2020,Telangana,77513,22568,54330,615
8485,09/08/2020,Telangana,79495,22869,55999,627
8486,10/08/2020,Telangana,80751,22528,57586,637
8487,11/08/2020,Telangana,82647,22628,59374,645
8488,12/08/2020,Telangana,84544,22596,61294,654
8489,13/08/2020,Telangana,86475,22736,63074,665
8490,14/08/2020,Telangana,88396,23438,64284,674
8491,15/08/2020,Telangana,90259,23379,66196,684
8492,16/08/2020,Telangana,91361,22542,68126,693
8493,17/08/2020,Telangana,92255,21420,70132,703
8494,18/08/2020,Telangana,93937,21024,72202,711
8495,19/08/2020,Telangana,95700,20990,73991,719
8496,20/08/2020,Telangana,97424,21509,75186,729
8497,21/08/2020,Telangana,99391,21687,76967,737
8498,22/08/2020,Telangana,101865,22386,78735,744
8499,23/08/2020,Telangana,104249,22908,80586,755
8500,24/08/2020,Telangana,106091,22919,82411,761
8501,25/08/2020,Telangana,108670,23737,84163,770
8502,26/08/2020,Telangana,111688,25685,85223,780
8503,27/08/2020,Telangana,114483,27600,86095,788
8504,28/08/2020,Telangana,117415,28941,87675,799
8505,29/08/2020,Telangana,120166,30008,89350,808
8506,30/08/2020,Telangana,123090,31284,90988,818
8507,31/08/2020,Telangana,124963,31299,92837,827
8508,01/09/2020,Telangana,127697,31699,95162,836
8509,02/09/2020,Telangana,130589,32341,97402,846
8510,03/09/2020,Telangana,133406,32537,100013,856
8511,04/09/2020,Telangana,135884,32994,102024,866
8512,05/09/2020,Telangana,138395,32915,104603,877
8513,06/09/2020,Telangana,140969,32553,107530,886
8514,07/09/2020,Telangana,142771,31635,110241,895
8515,08/09/2020,Telangana,145163,31670,112587,906
8516,09/09/2020,Telangana,147642,31654,115072,916
8517,10/09/2020,Telangana,150176,32106,117143,927
8518,11/09/2020,Telangana,152602,32195,119467,940
8519,12/09/2020,Telangana,154880,32005,121925,950
8520,13/09/2020,Telangana,157096,31607,124528,961
8521,14/09/2020,Telangana,158513,30532,127007,974
8522,15/09/2020,Telangana,160571,30400,129187,984
8523,16/09/2020,Telangana,162844,30401,131447,996
8524,17/09/2020,Telangana,165003,30443,133555,1005
8525,18/09/2020,Telangana,167046,30673,135357,1016
8526,19/09/2020,Telangana,169169,30636,137508,1025
8527,20/09/2020,Telangana,171306,30573,139700,1033
8528,21/09/2020,Telangana,172608,29636,141930,1042
8529,22/09/2020,Telangana,174774,29649,144073,1052
8530,23/09/2020,Telangana,177070,29873,146135,1062
8531,24/09/2020,Telangana,179246,30037,148139,1070
8532,25/09/2020,Telangana,181627,30387,150160,1080
8533,26/09/2020,Telangana,183866,30334,152441,1091
8534,27/09/2020,Telangana,185833,30234,154499,1100
8535,28/09/2020,Telangana,187211,29673,156431,1107
8536,29/09/2020,Telangana,189283,29477,158690,1116
8537,30/09/2020,Telangana,191386,29326,160933,1127
8538,01/10/2020,Telangana,193600,29058,163407,1135
8539,02/10/2020,Telangana,195609,28620,165844,1145
8540,03/10/2020,Telangana,197327,28328,167846,1153
8541,04/10/2020,Telangana,199276,27901,170212,1163
8542,05/10/2020,Telangana,200611,27052,172388,1171
8543,06/10/2020,Telangana,202594,26644,174769,1181
8544,07/10/2020,Telangana,204748,26551,177008,1189
8545,08/10/2020,Telangana,206644,26368,179075,1201
8546,09/10/2020,Telangana,208535,26374,180953,1208
8547,10/10/2020,Telangana,210346,26104,183025,1217
8548,11/10/2020,Telangana,212063,25713,185128,1222
8549,12/10/2020,Telangana,213084,24514,187342,1228
8550,13/10/2020,Telangana,214792,24208,189351,1233
8551,14/10/2020,Telangana,216238,23728,191269,1241
8552,15/10/2020,Telangana,217670,23203,193218,1249
8553,16/10/2020,Telangana,219224,23315,194653,1256
8554,17/10/2020,Telangana,220675,22774,196636,1265
8555,18/10/2020,Telangana,222111,22050,198790,1271
8556,19/10/2020,Telangana,223059,21098,200686,1275
8557,20/10/2020,Telangana,224545,20686,202577,1282
8558,21/10/2020,Telangana,226124,20449,204388,1287
8559,22/10/2020,Telangana,227580,20183,206105,1292
8560,23/10/2020,Telangana,229001,20377,207326,1298
8561,24/10/2020,Telangana,230274,19937,209034,1303
8562,25/10/2020,Telangana,231252,19465,210480,1307
8563,26/10/2020,Telangana,231834,18611,211912,1311
8564,27/10/2020,Telangana,232671,17890,213466,1315
8565,28/10/2020,Telangana,234152,17916,214917,1319
8566,29/10/2020,Telangana,235656,17979,216353,1324
8567,30/10/2020,Telangana,237187,18456,217401,1330
8568,31/10/2020,Telangana,238632,18409,218887,1336
8569,01/11/2020,Telangana,240048,18241,220466,1341
8570,02/11/2020,Telangana,240970,17630,221992,1348
8571,03/11/2020,Telangana,242506,17742,223413,1351
8572,04/11/2020,Telangana,244143,18100,224686,1357
8573,05/11/2020,Telangana,245682,18656,225664,1362
8574,06/11/2020,Telangana,247284,19272,226646,1366
8575,07/11/2020,Telangana,248891,19936,227583,1372
8576,08/11/2020,Telangana,250331,19890,229064,1377
8577,09/11/2020,Telangana,251188,19239,230568,1381
8578,10/11/2020,Telangana,252455,18581,232489,1385
8579,11/11/2020,Telangana,253651,18027,234234,1390
8580,12/11/2020,Telangana,254666,17323,235950,1393
8581,13/11/2020,Telangana,255663,17094,237172,1397
8582,14/11/2020,Telangana,256713,16404,238908,1401
8583,15/11/2020,Telangana,257374,15425,240545,1404
8584,16/11/2020,Telangana,257876,14385,242084,1407
8585,17/11/2020,Telangana,258828,13732,243686,1410
8586,18/11/2020,Telangana,259776,13068,245293,1415
8587,19/11/2020,Telangana,260834,12682,246733,1419
8588,20/11/2020,Telangana,261728,12515,247790,1423
8589,21/11/2020,Telangana,262653,12070,249157,1426
8590,22/11/2020,Telangana,263526,11643,250453,1430
8591,23/11/2020,Telangana,264128,11227,251468,1433
8592,24/11/2020,Telangana,265049,11047,252565,1437
8593,25/11/2020,Telangana,266042,10886,253715,1441
8594,26/11/2020,Telangana,266904,10784,254676,1444
8595,27/11/2020,Telangana,267665,10839,255378,1448
8596,28/11/2020,Telangana,268418,10637,256330,1451
8597,29/11/2020,Telangana,269223,10490,257278,1455
8598,30/11/2020,Telangana,269816,10022,258336,1458
8599,01/12/2020,Telangana,270318,9627,259230,1461
8600,02/12/2020,Telangana,270883,9266,260155,1462
8601,03/12/2020,Telangana,271492,8999,261028,1465
8602,04/12/2020,Telangana,272123,8826,261830,1467
8603,05/12/2020,Telangana,272719,8498,262751,1470
8604,06/12/2020,Telangana,273341,8125,263744,1472
8605,07/12/2020,Telangana,273858,7778,264606,1474
8606,08/12/2020,Telangana,274540,7696,265367,1477
8607,09/12/2020,Telangana,275261,7661,266120,1480
8608,10/12/2020,Telangana,275904,7497,266925,1482
8609,11/12/2020,Telangana,276516,7604,267427,1485
8610,07/04/2020,Tripura,1,1,0,0
8611,08/04/2020,Tripura,1,1,0,0
8612,09/04/2020,Tripura,1,1,0,0
8613,10/04/2020,Tripura,1,1,0,0
8614,11/04/2020,Tripura,1,1,0,0
8615,12/04/2020,Tripura,2,2,0,0
8616,13/04/2020,Tripura,2,2,0,0
8617,14/04/2020,Tripura,2,2,0,0
8618,15/04/2020,Tripura,2,2,0,0
8619,16/04/2020,Tripura,2,1,1,0
8620,17/04/2020,Tripura,2,1,1,0
8621,18/04/2020,Tripura,2,1,1,0
8622,19/04/2020,Tripura,2,1,1,0
8623,20/04/2020,Tripura,2,1,1,0
8624,21/04/2020,Tripura,2,1,1,0
8625,22/04/2020,Tripura,2,1,1,0
8626,23/04/2020,Tripura,2,1,1,0
8627,24/04/2020,Tripura,2,1,1,0
8628,25/04/2020,Tripura,2,1,1,0
8629,26/04/2020,Tripura,2,0,2,0
8630,27/04/2020,Tripura,2,0,2,0
8631,28/04/2020,Tripura,2,0,2,0
8632,29/04/2020,Tripura,2,0,2,0
8633,30/04/2020,Tripura,2,0,2,0
8634,01/05/2020,Tripura,2,0,2,0
8635,02/05/2020,Tripura,2,0,2,0
8636,03/05/2020,Tripura,4,2,2,0
8637,04/05/2020,Tripura,16,14,2,0
8638,05/05/2020,Tripura,29,27,2,0
8639,06/05/2020,Tripura,43,41,2,0
8640,07/05/2020,Tripura,43,41,2,0
8641,08/05/2020,Tripura,65,63,2,0
8642,09/05/2020,Tripura,118,116,2,0
8643,10/05/2020,Tripura,134,132,2,0
8644,11/05/2020,Tripura,150,148,2,0
8645,12/05/2020,Tripura,152,150,2,0
8646,13/05/2020,Tripura,154,152,2,0
8647,14/05/2020,Tripura,155,139,16,0
8648,15/05/2020,Tripura,156,127,29,0
8649,16/05/2020,Tripura,156,114,42,0
8650,17/05/2020,Tripura,167,103,64,0
8651,18/05/2020,Tripura,167,82,85,0
8652,19/05/2020,Tripura,167,82,85,0
8653,20/05/2020,Tripura,173,57,116,0
8654,21/05/2020,Tripura,173,40,133,0
8655,22/05/2020,Tripura,173,25,148,0
8656,23/05/2020,Tripura,175,23,152,0
8657,24/05/2020,Tripura,189,36,153,0
8658,25/05/2020,Tripura,191,26,165,0
8659,26/05/2020,Tripura,194,29,165,0
8660,27/05/2020,Tripura,207,42,165,0
8661,28/05/2020,Tripura,230,65,165,0
8662,29/05/2020,Tripura,242,75,167,0
8663,30/05/2020,Tripura,251,80,171,0
8664,31/05/2020,Tripura,268,96,172,0
8665,01/06/2020,Tripura,313,140,173,0
8666,02/06/2020,Tripura,420,247,173,0
8667,03/06/2020,Tripura,468,295,173,0
8668,04/06/2020,Tripura,468,295,173,0
8669,05/06/2020,Tripura,644,471,173,0
8670,06/06/2020,Tripura,692,519,173,0
8671,07/06/2020,Tripura,747,574,173,0
8672,08/06/2020,Tripura,800,608,192,0
8673,09/06/2020,Tripura,838,646,192,0
8674,10/06/2020,Tripura,864,671,192,1
8675,11/06/2020,Tripura,895,655,239,1
8676,12/06/2020,Tripura,913,634,278,1
8677,13/06/2020,Tripura,961,682,278,1
8678,14/06/2020,Tripura,1046,730,315,1
8679,15/06/2020,Tripura,1076,760,315,1
8680,16/06/2020,Tripura,1086,652,433,1
8681,17/06/2020,Tripura,1092,658,433,1
8682,18/06/2020,Tripura,1135,578,556,1
8683,19/06/2020,Tripura,1155,515,639,1
8684,20/06/2020,Tripura,1178,520,657,1
8685,21/06/2020,Tripura,1186,505,680,1
8686,22/06/2020,Tripura,1221,461,759,1
8687,23/06/2020,Tripura,1237,454,782,1
8688,24/06/2020,Tripura,1259,451,807,1
8689,25/06/2020,Tripura,1259,361,897,1
8690,26/06/2020,Tripura,1290,270,1019,1
8691,27/06/2020,Tripura,1325,269,1055,1
8692,28/06/2020,Tripura,1334,262,1071,1
8693,29/06/2020,Tripura,1346,266,1079,1
8694,30/06/2020,Tripura,1380,294,1085,1
8695,01/07/2020,Tripura,1388,301,1086,1
8696,02/07/2020,Tripura,1396,302,1093,1
8697,03/07/2020,Tripura,1435,288,1146,1
8698,04/07/2020,Tripura,1525,325,1199,1
8699,05/07/2020,Tripura,1546,343,1202,1
8700,06/07/2020,Tripura,1568,365,1202,1
8701,07/07/2020,Tripura,1680,460,1219,1
8702,08/07/2020,Tripura,1704,455,1248,1
8703,09/07/2020,Tripura,1761,436,1324,1
8704,10/07/2020,Tripura,1776,437,1338,1
8705,11/07/2020,Tripura,1918,545,1372,1
8706,12/07/2020,Tripura,1949,572,1375,2
8707,13/07/2020,Tripura,2054,631,1421,2
8708,14/07/2020,Tripura,2080,603,1475,2
8709,15/07/2020,Tripura,2170,630,1538,2
8710,16/07/2020,Tripura,2268,661,1604,3
8711,17/07/2020,Tripura,2283,676,1604,3
8712,18/07/2020,Tripura,2366,679,1684,3
8713,19/07/2020,Tripura,2654,914,1735,5
8714,20/07/2020,Tripura,2878,1114,1759,5
8715,21/07/2020,Tripura,3079,1227,1845,7
8716,22/07/2020,Tripura,3331,1397,1926,8
8717,23/07/2020,Tripura,3449,1408,2032,9
8718,24/07/2020,Tripura,3656,1574,2072,10
8719,25/07/2020,Tripura,3759,1617,2131,11
8720,26/07/2020,Tripura,3862,1642,2209,11
8721,27/07/2020,Tripura,3900,1526,2361,13
8722,28/07/2020,Tripura,4049,1565,2467,17
8723,29/07/2020,Tripura,4269,1627,2621,21
8724,30/07/2020,Tripura,4485,1786,2678,21
8725,31/07/2020,Tripura,4706,1723,2962,21
8726,01/08/2020,Tripura,4978,1630,3327,21
8727,02/08/2020,Tripura,5233,1747,3463,23
8728,03/08/2020,Tripura,5374,1742,3605,27
8729,04/08/2020,Tripura,5505,1802,3675,28
8730,05/08/2020,Tripura,5628,1873,3725,30
8731,06/08/2020,Tripura,5725,1901,3793,31
8732,07/08/2020,Tripura,5853,1957,3860,36
8733,08/08/2020,Tripura,5999,1878,4084,37
8734,09/08/2020,Tripura,6146,1929,4176,41
8735,10/08/2020,Tripura,6208,1723,4443,42
8736,11/08/2020,Tripura,6372,1673,4656,43
8737,12/08/2020,Tripura,6482,1601,4838,43
8738,13/08/2020,Tripura,6603,1647,4912,44
8739,14/08/2020,Tripura,6767,1706,5015,46
8740,15/08/2020,Tripura,6934,1796,5088,50
8741,16/08/2020,Tripura,7061,1855,5151,55
8742,17/08/2020,Tripura,7204,1859,5286,59
8743,18/08/2020,Tripura,7409,1943,5404,62
8744,19/08/2020,Tripura,7645,2083,5497,65
8745,20/08/2020,Tripura,7835,2205,5565,65
8746,21/08/2020,Tripura,8091,2373,5649,69
8747,22/08/2020,Tripura,8371,2240,6061,70
8748,23/08/2020,Tripura,8702,2448,6182,72
8749,24/08/2020,Tripura,8902,2488,6341,73
8750,25/08/2020,Tripura,9195,2703,6414,78
8751,26/08/2020,Tripura,9523,2866,6574,83
8752,27/08/2020,Tripura,9908,3126,6697,85
8753,28/08/2020,Tripura,10414,3486,6839,89
8754,29/08/2020,Tripura,10857,3726,7037,94
8755,30/08/2020,Tripura,11307,3977,7232,98
8756,31/08/2020,Tripura,11644,4108,7433,103
8757,01/09/2020,Tripura,12153,4366,7674,113
8758,02/09/2020,Tripura,12702,4737,7847,118
8759,03/09/2020,Tripura,13292,5133,8033,126
8760,04/09/2020,Tripura,13816,5475,8212,129
8761,05/09/2020,Tripura,14507,5888,8483,136
8762,06/09/2020,Tripura,15109,6220,8745,144
8763,07/09/2020,Tripura,15508,6311,9048,149
8764,08/09/2020,Tripura,16135,6641,9342,152
8765,09/09/2020,Tripura,16717,6903,9653,161
8766,10/09/2020,Tripura,17252,7086,9993,173
8767,11/09/2020,Tripura,17811,7383,10255,173
8768,12/09/2020,Tripura,18281,7365,10734,182
8769,13/09/2020,Tripura,18910,7584,11132,194
8770,14/09/2020,Tripura,19165,7429,11536,200
8771,15/09/2020,Tripura,19696,7564,11925,207
8772,16/09/2020,Tripura,20150,7498,12435,217
8773,17/09/2020,Tripura,20676,7498,12956,222
8774,18/09/2020,Tripura,20949,7162,13559,228
8775,19/09/2020,Tripura,21484,7107,14142,235
8776,20/09/2020,Tripura,22032,6983,14810,239
8777,21/09/2020,Tripura,22275,6566,15464,245
8778,22/09/2020,Tripura,22834,6700,15883,251
8779,23/09/2020,Tripura,23338,6599,16486,253
8780,24/09/2020,Tripura,23789,6551,16978,260
8781,25/09/2020,Tripura,24130,6378,17487,265
8782,26/09/2020,Tripura,24408,6148,17992,268
8783,27/09/2020,Tripura,24728,6066,18392,270
8784,28/09/2020,Tripura,24921,5689,18959,273
8785,29/09/2020,Tripura,25353,5874,19203,276
8786,30/09/2020,Tripura,25734,5765,19692,277
8787,01/10/2020,Tripura,26066,5691,20092,283
8788,02/10/2020,Tripura,26362,5480,20596,286
8789,03/10/2020,Tripura,26552,5366,20897,289
8790,04/10/2020,Tripura,26874,5171,21410,293
8791,05/10/2020,Tripura,27033,4858,21876,299
8792,06/10/2020,Tripura,27308,4876,22131,301
8793,07/10/2020,Tripura,27545,4621,22623,301
8794,08/10/2020,Tripura,27759,4389,23066,304
8795,09/10/2020,Tripura,27982,4197,23474,311
8796,10/10/2020,Tripura,28153,4039,23801,313
8797,11/10/2020,Tripura,28352,3951,24086,315
8798,12/10/2020,Tripura,28461,3742,24403,316
8799,13/10/2020,Tripura,28678,3738,24623,317
8800,14/10/2020,Tripura,28859,3500,25041,318
8801,15/10/2020,Tripura,29031,3318,25394,319
8802,16/10/2020,Tripura,29193,3105,25765,323
8803,17/10/2020,Tripura,29327,2966,26035,326
8804,18/10/2020,Tripura,29468,2917,26222,329
8805,19/10/2020,Tripura,29553,2672,26550,331
8806,20/10/2020,Tripura,29688,2609,26748,331
8807,21/10/2020,Tripura,29800,2455,27013,332
8808,22/10/2020,Tripura,29925,2339,27252,334
8809,23/10/2020,Tripura,30070,2229,27502,339
8810,24/10/2020,Tripura,30135,2055,27740,340
8811,25/10/2020,Tripura,30221,1992,27886,343
8812,26/10/2020,Tripura,30257,1845,28069,343
8813,27/10/2020,Tripura,30293,1796,28153,344
8814,28/10/2020,Tripura,30453,1754,28355,344
